Run id: 1040
Best objective remained constant between epochs listed below.
(Current objective may have changed, however.)
Epoch, Current Objective, Best Objective, Wall Time (ns)
5365956, 30.87848338, 30.87848338, 55747
5366054, 30.79105137, 30.79105137, 55871
5366058, 30.72476991, 30.72476991, 56008
5366778, 30.66291309, 30.66291309, 56088
5367057, 30.64381593, 30.64381593, 56235
5367171, 30.52707551, 30.52707551, 56316
5367282, 30.49272898, 30.49272898, 56441
5367475, 30.48289407, 30.48289407, 56522
5367477, 30.34618083, 30.34618083, 56583
5368828, 30.21375795, 30.21375795, 56733
5368975, 30.05689226, 30.05689226, 56874
5368985, 29.96474817, 29.96474817, 57029
5369004, 29.87976282, 29.87976282, 57169
5515516, 29.86322637, 29.86322637, 57364
5515811, 29.81088996, 29.81088996, 57449
5526187, 29.44837091, 29.44837091, 57536
5526215, 29.44837091, 29.44837091, 57679
5526267, 29.27575903, 29.27575903, 57756
5526299, 29.23204697, 29.23204697, 57875
5526432, 29.14495541, 29.14495541, 57947
5526630, 29.01154569, 29.01154569, 58058
5526773, 28.64955377, 28.64955377, 58175
5740737, 28.55795738, 28.55795738, 58395
5740915, 28.54867025, 28.54867025, 58546
5740935, 28.52596234, 28.52596234, 58721
5740939, 28.28285953, 28.28285953, 58804
5740953, 28.1581563, 28.1581563, 58960
5740970, 27.87805221, 27.87805221, 59113
5823901, 27.74468061, 27.74468061, 59396
5824024, 27.56007163, 27.56007163, 59544
5826989, 27.36282674, 27.36282674, 59690
5827457, 27.10421198, 27.10421198, 59845
5827693, 27.06508447, 27.06508447, 60001
5827763, 26.98334082, 26.98334082, 60079
5827777, 26.92976577, 26.92976577, 60224
5827914, 26.77508303, 26.77508303, 60309
5827922, 26.7221515, 26.7221515, 60430
5827945, 26.49301346, 26.49301346, 60492
5828122, 26.43219176, 26.43219176, 60634
5995582, 26.23475197, 26.23475197, 60847
6074339, 26.13897094, 26.13897094, 61079
6074348, 25.95479614, 25.95479614, 61166
6075436, 25.80454925, 25.80454925, 61319
6354868, 25.67078162, 25.67078162, 61592
6354971, 25.57275345, 25.57275345, 61742
6355062, 25.50532868, 25.50532868, 61819
6355286, 25.47623203, 25.47623203, 61963
6355698, 24.96716893, 24.96716893, 62042
6355778, 24.80513169, 24.80513169, 62186
6355947, 24.75413553, 24.75413553, 62324
6356159, 24.70454881, 24.70454881, 62413
6356225, 24.62073439, 24.62073439, 62530
6356418, 24.30654762, 24.30654762, 62590
6586054, 24.30410356, 24.30410356, 62866
6666293, 23.95172745, 23.95172745, 62994
7020589, 23.86758479, 23.86758479, 63316
7022212, 23.84664738, 23.84664738, 63384
7022270, 23.74789427, 23.74789427, 63512
7022329, 23.72710286, 23.72710286, 63628
7071908, 23.65253156, 23.65253156, 63880
7072098, 23.62865691, 23.62865691, 63952
7072185, 23.53924159, 23.53924159, 64019
7072324, 23.37450714, 23.37450714, 64182
7072905, 23.3218681, 23.3218681, 64315
7072929, 23.2300363, 23.2300363, 64417
7083241, 22.93208625, 22.93208625, 64593
7265668, 22.88516586, 22.88516586, 64858
7279836, 22.82793817, 22.82793817, 64964
7279915, 22.60380694, 22.60380694, 65123
7279984, 22.5153136, 22.5153136, 65272
7286412, 22.51268103, 22.51268103, 65351
7286575, 22.37437142, 22.37437142, 65418
7287378, 22.26906989, 22.26906989, 65576
7287400, 22.24827847, 22.24827847, 65702
7288080, 22.00314596, 22.00314596, 65779
7442710, 21.93661478, 21.93661478, 66079
7442882, 21.89699704, 21.89699704, 66146
7757736, 21.848706, 21.848706, 66362
7762185, 21.8198089, 21.8198089, 66459
7762244, 21.81124185, 21.81124185, 66520
7762460, 21.75859484, 21.75859484, 66602
7766492, 21.67079018, 21.67079018, 66770
7767319, 21.63655418, 21.63655418, 66841
7769016, 21.59385043, 21.59385043, 66995
7780266, 21.50447647, 21.50447647, 67130
7782057, 21.46580604, 21.46580604, 67285
7784254, 21.31150801, 21.31150801, 67376
7784493, 21.26158874, 21.26158874, 67527
7785842, 21.20304259, 21.20304259, 67624
8320905, 21.17884652, 21.17884652, 67867
8321261, 21.15820617, 21.15820617, 67968
8539061, 21.08706578, 21.08706578, 68149
8539498, 21.01188673, 21.01188673, 68291
8539680, 21.01077175, 21.01077175, 68390
8540323, 21.0015111, 21.0015111, 68464
8540873, 20.94236673, 20.94236673, 68527
8543341, 20.93969397, 20.93969397, 68657
8544972, 20.88700532, 20.88700532, 68744
8545056, 20.76785301, 20.76785301, 68801
8546141, 20.76746547, 20.76746547, 68978
8562829, 20.76393547, 20.76393547, 69276
8567464, 20.70825363, 20.70825363, 69348
8568864, 20.69984241, 20.69984241, 69436
8569315, 20.64986815, 20.64986815, 69513
8869853, 20.62035526, 20.62035526, 69814
9125744, 20.61474529, 20.61474529, 70024
9126031, 20.61179252, 20.61179252, 70104
9126423, 20.56209828, 20.56209828, 70168
9126498, 20.50216281, 20.50216281, 70240
9176079, 20.47192397, 20.47192397, 70492
9749570, 20.37336123, 20.37336123, 70836
9796666, 20.3461937, 20.3461937, 71062
9800971, 20.33340546, 20.33340546, 71151
9894825, 20.32859482, 20.32859482, 71362
9898764, 20.31580658, 20.31580658, 71434
9902185, 20.30442688, 20.30442688, 71509
9923206, 20.29516623, 20.29516623, 71593
15000000, 20.31383389, 20.29516623, 6006738830
